First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Sarah,,Ashcroft-Jones,0000-0002-8614-9310,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Helena,,Hartmann,0000-0002-1331-6683,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine,,Ingham,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Yuki,,Yamada,0000-0003-1431-568X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Martin,R,Vasilev,0000-0003-1944-8828,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Filip,,Děchtěrenko,0000-0003-0472-915X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Nihan,,Albayrak-Aydemir,0000-0003-3412-4311,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Yu-Fang,,Yang,0000-0001-9089-6020,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Annalise,A,LaPlume,0000-0001-6725-3270,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Julia ,K,Wolska,0000-0001-8675-4388,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Emma,L ,Henderson,0000-0002-5396-2321,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Mirela,,Zaneva,0000-0003-3569-931X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Benjamin,G,Farrar,0000-0001-8912-6133,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ross,,Mounce,0000-0002-3520-2046,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Tamara,,Kalandadze,0000-0003-1061-1131,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Wanyin,,Li,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Qinyu,,Xiao,0000-0002-9824-9247,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Robert,M,Ross,https://orcid.org/0000-0001-8711-1675,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Siu Kit,,Yeung,0000-0002-5835-0981,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Meng,,Liu,0000-0001-8323-2699,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Micah,L,Vandegrift,0000-0001-8429-7697,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Zoltan,,Kekecs,0000-0001-9247-9781,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Marta,K,Topor,0000-0003-3761-392X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Myriam,A.,Baum,https://orcid.org/0000-0002-1006-3430,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Emily,A,Williams,0000-0003-0637-7151,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Asma,A,Assaneea,0000-0003-4717-3438,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Amélie,,Bret,0000-0002-9129-0415,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Aidan,G,Cashin,0000-0003-4190-7912,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Nick,,Ballou,0000-0003-4126-0696,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Tsvetomira,,Dumbalska,0000-0002-5761-8536,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Bettina,M. J.,Kern,0000-0003-1591-7236,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Claire,R,Melia,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Beatrix,,Arendt,0000-0003-4433-5622,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Gerald,H,Vineyard,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Jade,S,Pickering,0000-0002-7242-9207,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Thomas,R,Evans,0000-0002-6670-0718,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Catherine,,Laverty,0000-0003-1101-3942,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Eliza,A,Woodward,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
David,,Moreau,0000-0002-1957-1941,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Dominique,G,Roche,0000-0002-3326-864X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Eike,M,Rinke,0000-0002-5330-7634,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Graham,,Reid,0000-0002-6079-9323,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Eduardo,,Garcia-Garzon,0000-0001-5258-232X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Steven,,Verheyen,0000-0002-6778-6744,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Halil,E,Kocalar,0000-0002-7299-162X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ashley,R,Blake,0000-0001-5963-9632,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jamie,P,Cockcroft,0000-0002-0637-8851,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Leticia,,Micheli,0000-0003-0066-8222,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,True,False,False,False,,False,True,,
Brice,,Beffara Bret,0000-0002-0586-6650,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Zoe ,M,Flack,0000-0001-8123-5589,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Barnabas,,Szaszi,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Markus ,,Weinmann,0000-0002-8342-2756,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Oscar,,Lecuona,0000-0003-0080-1062,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Birgit,,Schmidt,0000-0001-8036-5859,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
William,XQ,Ngiam,0000-0003-3567-3881,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ana,,Barbosa Mendes,0000-0002-1205-1724,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Shannon,,Francis,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Brett,J.,Gall,"0000-0001-5907-220X
",Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Mariella,,Paul,0000-0002-5535-7141,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Connor,T,Keating,0000-0001-5906-1789,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Magdalena,,Grose-Hodge,,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
James,E,Bartlett,0000-0002-4191-5245,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Bethan,J,Iley,0000-0002-5813-3303,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Lisa,,Spitzer,0000-0002-4925-7291,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine,,Pownall,0000-0002-3734-8006,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Christopher,J,Graham,0000-0002-1144-7970,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Tobias,,Wingen,https://orcid.org/0000-0002-1559-859X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Jenny,,Terry,0000-0002-6843-7116,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Catia,M F. de,Oliveira,0000-0002-2976-3330,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ryan,A,Millager,0000-0003-2266-9736,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Kerry,,Fox,0000-0002-5873-503X,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Alaa,,Aldoh,https://orcid.org/0000-0003-1988-0661,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Alexander,,Hart,0000-0003-1672-9616,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Olmo,R,van den Akker,0000-0002-0712-3746,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Gilad,,Feldman,0000-0003-2812-6599,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Dominik,A,Kiersz,0000-0001-5787-9034,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Christina,,Pomareda,0000-0001-7386-297,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Kai,,Krautter,0000-0003-1578-3098,Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ali,H.,Al-Hoorie,"0000-0003-3810-5978",Glossary,https://forrt.org/glossary/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Balazs,,Aczel,0000-0001-9364-4988,Glossary,https://forrt.org/glossary/,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Sara,L,Middleton,0000-0001-5307-8029,Academic Wheel of Privilege,https://forrt.org/awop/,True,False,False,False,False,True,True,False,True,True,False,True,,True,True,,
Bethan,,Iley,0000-0002-5813-3303,Academic Wheel of Privilege,https://forrt.org/awop/,True,False,False,False,False,True,True,False,True,False,False,False,,False,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Academic Wheel of Privilege,https://forrt.org/awop/,True,False,False,False,False,True,False,False,True,True,False,False,,True,True,,
Justin,,Sulik,0000-0002-0978-9496,Academic Wheel of Privilege,https://forrt.org/awop/,True,False,False,False,False,True,False,False,True,False,False,False,,False,True,,
Mahmoud,M,Elsherif,0000-0002-0540-3998,Academic Wheel of Privilege,https://forrt.org/awop/,True,False,False,False,False,True,False,False,False,False,False,False,,False,True,,
Jenny,Mai,Phan,0000-0002-4924-9857,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Laura,Maria,König,0000-0003-3655-8842,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Kevin,,Gannon,,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Crystal,Nicole,Steltenpohl,0000-0001-5049-9354,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Molly,A.,Metz,0000-0001-7115-956X,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jesica,,Formoso,0000-0003-3062-4036,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Kimberly,,Quinn,0000-0002-0751-0172,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jordan,,Wagge,0000-0002-5105-2084,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Ymke,,de Bruijn,0000-0001-8921-4547,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Hakan,,Çakmak,0000-0002-4617-4191,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Helena,,Hartmann,0000-0002-1331-6683,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Sarah,Ann,Sauve,0000-0003-1194-0113,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Priya,,Silverstein,0000-0003-0095-339X,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Esther,,Plomp,0000-0003-3625-1357,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Anna,,Meier,0000-0001-5495-713X,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Maarten,,Derksen,0000-0003-1572-4709,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Hu,,Chuan-Peng,0000-0002-7503-5131,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Moin,,Syed,0000-0003-4759-3555,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jojanneke,,van der Toorn,0000-0003-0476-772X,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Amy,,Pearson,0000-0001-7089-6103,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jamie,,Chan,0000-0003-1601-2439,Academic Wheel of Privilege,https://forrt.org/awop/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Marie,,Dokovova,0000-0003-1564-8865,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Mahmoud,M,Elsherif,0000-0002-0540-3998,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,False,
Amélie,,Gourdon-Kanhukamwe,0000-0002-3060-1320,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,False,
Helena,,Hartmann,0000-0002-1331-6683,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Bethan,,Iley,0000-0002-5813-3303,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Tamara,,Kalandadze,0000-0003-1061-1131,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,False,
Steven,K,Kapp,0000-0002-4440-1688,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Jenny,M,Phan,0000-0002-4924-9857,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Anusha,V,Ramji,0009-0008-8317-073X,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,False,
John,,Shaw,0000-0003-3190-6772,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Kayleigh,L,Warrington,0000-0003-3206-8002,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Siu,,Kit Yeung,0000-0002-5835-0981,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,False,
Mirela,,Zaneva,0000-0003-3569-931X,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Flavio,,Azevedo,0000-0001-9000-8513,Participatory Research Primer (BPS),https://doi.org/10.53841/bpscog.2023.1.8.23,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,
Flavio,,Azevedo,0000-0001-9000-8513,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,,
Meng,,Liu,0000-0001-8323-2699,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Charlotte,R,Pennington,0000-0002-5259-642X,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Madeleine,,Pownall,0000-0002-3734-8006,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Thomas,R,Evans,0000-0002-6670-0718,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Sam,,Parsons,0000-0002-7048-4093,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Mahmoud ,M,Elsherif,0000-0002-0540-3998,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Leticia,,Micheli,0000-0003-0066-8222,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Samuel,J,Westwood,0000-0002-0107-6651,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
FORRT,,FORRT,0000-0002-7562-5342,BMC Pedagogical Communities,https://doi.org/10.1186/s13104-022-05944-1,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Amélie,,Gourdon-Kanhukamwe,0000-0002-3060-1320,Neurodivergent Authors Database,https://docs.google.com/spreadsheets/d/1OnfQB1OqC00OflwTuRPBhG5NfX-_oLxxoTM_F_J5t5c/edit?gid=699666261#gid=699666261,True,True,False,True,False,False,False,False,False,False,False,False,,False,False,,
Mahmoud,M.,Elsherif,0000-0002-0540-3998,Neurodivergent Authors Database,https://docs.google.com/spreadsheets/d/1OnfQB1OqC00OflwTuRPBhG5NfX-_oLxxoTM_F_J5t5c/edit?gid=699666261#gid=699666261,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,,
John,J.,Shaw,0000-0003-3190-6772,Neurodivergent Authors Database,https://docs.google.com/spreadsheets/d/1OnfQB1OqC00OflwTuRPBhG5NfX-_oLxxoTM_F_J5t5c/edit?gid=699666261#gid=699666261,True,True,False,True,False,False,False,False,False,False,False,False,,False,False,,
Flavio,,Azevedo,https://orcid.org/0000-0001-9000-8513,Neurodivergent Authors Database,https://docs.google.com/spreadsheets/d/1OnfQB1OqC00OflwTuRPBhG5NfX-_oLxxoTM_F_J5t5c/edit?gid=699666261#gid=699666261,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,,
Emma,,Wilson,0000-0002-8100-7508,Neurodivergent Authors Database,https://docs.google.com/spreadsheets/d/1OnfQB1OqC00OflwTuRPBhG5NfX-_oLxxoTM_F_J5t5c/edit?gid=699666261#gid=699666261,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,,
Flavio,,Azevedo,0000-0001-9000-8513,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,True,False,False,True,False,False,,True,True,,
Sara,L,Middleton,0000-0001-5307-8029,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Jenny,Mai,Phan,0000-0002-4924-9857,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Steven,K.,Kapp,0000-0002-4440-1688,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Amélie,,Gourdon-Kanhukamwe,0000-0002-3060-1320,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Bethan,,Iley,0000-0002-5813-3303,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
John,J.,Shaw,0000-0003-3190-6772,APS Observer,https://www.psychologicalscience.org/observer/gs-navigating-academia-as-neurodivergent-researchers,True,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ali,H,Al-Hoorie,0000-0003-3810-5978,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Bradley,J,Baker,0000-0002-1697-4198,Landscape,,False,True,False,False,True,True,False,False,False,False,False,False,,False,False,False,
Mary,,DePascale,0000-0002-0455-0953,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Ciara,,Egan,0000-0002-2945-3279,Landscape,,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,True,
Mahmoud,M,Elsherif,0000-0002-0540-3998,Landscape,,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,True,
Joris,,Frese,0000-0002-5871-997X,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Biljana,,Gjoneska,0000-0003-1200-6672,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Christopher,J,Graham,0000-0002-1144-7970,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Sandra,,Grinschgl,0000-0001-6666-9426,Landscape,,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,True,
Alexander,,Hart,0000-0003-1672-9616,Landscape,,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,
Helena,,Hartmann,0000-0002-1331-6683,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Gabriela,,Hofer,0000-0003-4407-1487,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Bethan,,Iley,0000-0002-5813-3303,Landscape,,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,False,
Alma,,Jeftić,0000-0002-9285-2061,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Alina,,Koppold,0000-0002-3164-3389,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,True,
Malgorzata,,Lagisz,0000-0002-3993-6127,Landscape,,False,True,False,False,True,True,False,False,False,False,False,False,,False,False,False,
Aleksandra,,Lazić,0000-0002-0433-0483,Landscape,,False,True,False,False,False,True,False,False,False,False,False,False,,False,False,False,
Meng,,Liu,0000-0001-8323-2699,Landscape,,True,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,
Nigel,,Mantou Lou,0000-0003-1363-833X,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Michael,S,Matthews,0000-0003-1695-2498,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
David,,Moreau,0000-0002-1957-1941,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Aoife,,O'Mahony,0000-0002-4585-2149,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Mariella,,Paul,0000-0002-5535-7141,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Charlotte,R,Pennington,0000-0002-5259-642X,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Sarah,A,Sauve,0000-0003-1194-0113,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Jürgen,,Schneider,0000-0002-3772-4198,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Magda,,Skubera,0000-0002-0301-1368,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Lisa,,Spitzer,0000-0002-4925-7291,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Suzanne,L,Stewart,0000-0003-2152-0091,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Isaac,T,Thornton,0000-0002-4783-792X,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Tugce,,Varol,0000-0003-0737-9802,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Brendan,,Williams,0000-0003-3844-3117,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Emma,,Wilson,0000-0002-8100-7508,Landscape,,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Julia,,Wolska,0000-0001-8675-4388,Landscape,,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,True,
Mirela,,Zaneva,0000-0003-3569-931X,Landscape,,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Flavio,,Azevedo,0000-0001-9000-8513,Landscape,,True,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,
